,time [kyr],maxdiff,maxdiff_relief,diff_mean,diff_max_loc,maxdiff_perc
4933,49330.0,0.000617348725882,0.000617348725882,3.96581255018e-05,0.315151222726,0.000441979696226
4934,49340.0,0.00061713791797,0.00061713791797,3.90134518966e-05,0.312470403096,0.000438028063255
4935,49350.0,0.000616927572537,0.000616927572537,3.83663173125e-05,0.309810313002,0.000434110555107
4936,49360.0,0.000616717696857,0.000616717696857,3.77168603336e-05,0.307170787509,0.000430226840171
4937,49370.0,0.000616508296616,0.000616508296616,3.7065221818e-05,0.30455166527,0.000426376593725
4938,49380.0,0.000616299376134,0.000616299376134,3.64115414868e-05,0.301952788302,0.000422559497585
4939,49390.0,0.000616090937683,0.000616090937683,3.57559604254e-05,0.299374001777,0.000418775239768
4940,49400.0,0.000615882982402,0.000615882982402,3.50986188096e-05,0.296815153828,0.000415023514177
4941,49410.0,0.000615675509835,0.000615675509835,3.44396560195e-05,0.294276095359,0.000411304020307
4942,49420.0,0.000615468517935,0.000615468517935,3.37792118899e-05,0.291756679878,0.000407616462968
4943,49430.0,0.000615262003066,0.000615262003066,3.31174236408e-05,0.289256763335,0.000403960552025
4944,49440.0,0.000615055960225,0.000615055960225,3.24544283785e-05,0.286776203973,0.000400336002158
4945,49450.0,0.000614850382817,0.000614850382817,3.17903612768e-05,0.284314862189,0.00039674253263
4946,49460.0,0.000614645262885,0.000614645262885,3.11253556902e-05,0.281872600403,0.00039317986708
4947,49470.0,0.000614440591107,0.000614440591107,3.04595436091e-05,0.279449282939,0.000389647733321
4948,49480.0,0.000614236355887,0.000614236355887,2.97930550914e-05,0.277044775916,0.000386145863156
4949,49490.0,0.0006140325454,0.0006140325454,2.91260178074e-05,0.274658947141,0.000382673992207
4950,49500.0,0.00061382914555,0.00061382914555,2.84585574946e-05,0.272291666018,0.000379231859753
4951,49510.0,0.000613626141103,0.000613626141103,2.7790797958e-05,0.269942803455,0.000375819208581
4952,49520.0,0.00061342351546,0.00061342351546,2.71228607289e-05,0.267612231787,0.000372435784847
4953,49530.0,0.000613221250433,0.000613221250433,2.64548649511e-05,0.265299824703,0.000369081337945
4954,49540.0,0.000613019326465,0.000613019326465,2.57869280631e-05,0.263005457172,0.000365755620389
4955,49550.0,0.000612817723095,0.000612817723095,2.51191644338e-05,0.260729005383,0.000362458387697
4956,49560.0,0.000612616417811,0.000612616417811,2.44516872954e-05,0.258470346689,0.000359189398293
4957,49570.0,0.000612415387877,0.000612415387877,2.37846070377e-05,0.256229359551,0.000355948413405
4958,49580.0,0.0006122146076,0.0006122146076,2.31180318906e-05,0.254005923491,0.000352735196979
